dataset,rtimeinst,rtime
qt,0.210552,0.210552
qt,0.274452,0.274452
qt,0.328845,0.328845
qt,0.312825,0.312825
qt,0.465463,0.465463
qt,0.280095,0.280095
qt,0.20498,0.20498
qt,0.284735,0.284735
qt,0.231921,0.231921
qt,0.189237,0.189237
qt,0.490143,0.490143
qt,0.29402,0.29402
qt,0.244788,0.244788
qt,0.257101,0.257101
qt,0.497176,0.497176
qt,0.237937,0.237937
qt,0.210352,0.210352
