dataset,rtimeinst,rtime
qt,0.037966,0.037966
qt,0.037809,0.037809
qt,0.037666,0.037666
qt,0.037676,0.037676
qt,0.037649,0.037649
qt,0.037686,0.037686
qt,0.037582,0.037582
qt,0.037907,0.037907
qt,0.037598,0.037598
qt,0.037768,0.037768
qt,0.037685,0.037685
qt,0.038037,0.038037
qt,0.037615,0.037615
qt,0.037781,0.037781
qt,0.03765,0.03765
qt,0.035689,0.035689
qt,0.037691,0.037691
qt,0.037684,0.037684
qt,0.037743,0.037743
qt,0.037417,0.037417
qt,0.037591,0.037591
qt,0.037723,0.037723
qt,0.038014,0.038014
qt,0.037651,0.037651
qt,0.037637,0.037637
qt,0.035657,0.035657
qt,0.037513,0.037513
qt,0.037632,0.037632
qt,0.037751,0.037751
qt,0.037619,0.037619
qt,0.037811,0.037811
qt,0.037677,0.037677
qt,0.037476,0.037476
qt,0.037921,0.037921
qt,0.037624,0.037624
qt,0.037461,0.037461
qt,0.037719,0.037719
qt,0.037755,0.037755
qt,0.037657,0.037657
qt,0.037605,0.037605
qt,0.037617,0.037617
qt,0.037629,0.037629
qt,0.037663,0.037663
qt,0.037589,0.037589
qt,0.038135,0.038135
qt,0.037658,0.037658
qt,0.037777,0.037777
qt,0.037634,0.037634
qt,0.037625,0.037625
qt,0.037718,0.037718
qt,0.037703,0.037703
qt,0.037622,0.037622
qt,0.037719,0.037719
qt,0.037847,0.037847
qt,0.037558,0.037558
qt,0.038024,0.038024
qt,0.037503,0.037503
qt,0.037642,0.037642
qt,0.037686,0.037686
qt,0.037658,0.037658
qt,0.037748,0.037748
qt,0.037591,0.037591
qt,0.037723,0.037723
qt,0.037646,0.037646
qt,0.037784,0.037784
qt,0.037674,0.037674
qt,0.03808,0.03808
qt,0.037706,0.037706
qt,0.037683,0.037683
qt,0.037679,0.037679
qt,0.035775,0.035775
qt,0.037797,0.037797
qt,0.037702,0.037702
qt,0.037705,0.037705
qt,0.037648,0.037648
qt,0.035612,0.035612
qt,0.035685,0.035685
qt,0.037983,0.037983
qt,0.035824,0.035824
qt,0.0356,0.0356
qt,0.037851,0.037851
qt,0.037797,0.037797
qt,0.037773,0.037773
qt,0.037871,0.037871
qt,0.037746,0.037746
qt,0.035901,0.035901
qt,0.037533,0.037533
qt,0.037617,0.037617
qt,0.03785,0.03785
qt,0.037638,0.037638
qt,0.037765,0.037765
qt,0.037655,0.037655
qt,0.037804,0.037804
qt,0.037294,0.037294
qt,0.037854,0.037854
qt,0.038493,0.038493
qt,0.037871,0.037871
qt,0.037835,0.037835
qt,0.037857,0.037857
qt,0.038118,0.038118
