dataset,rtimeinst,rtime
qt,0.035065,0.035065
qt,0.047816,0.047816
qt,0.04557,0.04557
qt,0.04203,0.04203
qt,0.040349,0.040349
qt,0.039597,0.039597
qt,0.038621,0.038621
qt,0.036019,0.036019
qt,0.048426,0.048426
qt,0.042909,0.042909
qt,0.044313,0.044313
qt,0.04222,0.04222
qt,0.036729,0.036729
qt,0.03681,0.03681
qt,0.036066,0.036066
qt,0.039786,0.039786
qt,0.040508,0.040508
qt,0.037403,0.037403
qt,0.03655,0.03655
qt,0.045504,0.045504
qt,0.040767,0.040767
qt,0.038774,0.038774
qt,0.041282,0.041282
qt,0.05506,0.05506
qt,0.036888,0.036888
qt,0.036137,0.036137
qt,0.038203,0.038203
qt,0.040956,0.040956
qt,0.042161,0.042161
qt,0.037591,0.037591
qt,0.042012,0.042012
qt,0.035296,0.035296
qt,0.037355,0.037355
qt,0.036628,0.036628
qt,0.038194,0.038194
qt,0.04107,0.04107
qt,0.037746,0.037746
qt,0.041533,0.041533
qt,0.035875,0.035875
qt,0.040306,0.040306
qt,0.039077,0.039077
qt,0.043614,0.043614
qt,0.037184,0.037184
qt,0.038324,0.038324
qt,0.039106,0.039106
qt,0.038142,0.038142
qt,0.037769,0.037769
qt,0.037708,0.037708
qt,0.037315,0.037315
qt,0.042891,0.042891
qt,0.052062,0.052062
qt,0.038367,0.038367
qt,0.036529,0.036529
qt,0.039507,0.039507
qt,0.037866,0.037866
qt,0.034828,0.034828
qt,0.038968,0.038968
qt,0.036974,0.036974
qt,0.038121,0.038121
qt,0.040599,0.040599
qt,0.040103,0.040103
qt,0.036571,0.036571
qt,0.037492,0.037492
qt,0.03703,0.03703
qt,0.04254,0.04254
qt,0.038367,0.038367
qt,0.035119,0.035119
qt,0.038302,0.038302
qt,0.034184,0.034184
qt,0.036542,0.036542
qt,0.0376,0.0376
qt,0.035804,0.035804
qt,0.045104,0.045104
qt,0.042627,0.042627
qt,0.038149,0.038149
qt,0.044468,0.044468
qt,0.039407,0.039407
qt,0.037248,0.037248
qt,0.039774,0.039774
qt,0.042569,0.042569
qt,0.04056,0.04056
qt,0.038621,0.038621
qt,0.048049,0.048049
qt,0.043049,0.043049
qt,0.043354,0.043354
qt,0.048677,0.048677
qt,0.042349,0.042349
qt,0.042585,0.042585
qt,0.04677,0.04677
qt,0.04953,0.04953
qt,0.04134,0.04134
qt,0.037679,0.037679
qt,0.037138,0.037138
qt,0.039248,0.039248
qt,0.037229,0.037229
qt,0.041937,0.041937
qt,0.033148,0.033148
qt,0.036345,0.036345
qt,0.03746,0.03746
qt,0.040213,0.040213
qt,0.04232,0.04232
qt,0.039861,0.039861
qt,0.049455,0.049455
qt,0.042373,0.042373
qt,0.040233,0.040233
qt,0.041563,0.041563
qt,0.035967,0.035967
qt,0.037363,0.037363
qt,0.042474,0.042474
qt,0.039228,0.039228
qt,0.044647,0.044647
qt,0.036,0.036
qt,0.037125,0.037125
qt,0.038547,0.038547
qt,0.045319,0.045319
qt,0.040129,0.040129
qt,0.043628,0.043628
qt,0.039677,0.039677
qt,0.052798,0.052798
qt,0.038992,0.038992
qt,0.040395,0.040395
qt,0.037598,0.037598
qt,0.037302,0.037302
qt,0.036926,0.036926
qt,0.038255,0.038255
qt,0.042243,0.042243
qt,0.037883,0.037883
qt,0.03847,0.03847
qt,0.041334,0.041334
qt,0.052004,0.052004
qt,0.037426,0.037426
qt,0.039728,0.039728
qt,0.039999,0.039999
qt,0.036243,0.036243
qt,0.058973,0.058973
qt,0.04944,0.04944
qt,0.040017,0.040017
qt,0.039052,0.039052
qt,0.049693,0.049693
qt,0.036786,0.036786
qt,0.040423,0.040423
qt,0.036634,0.036634
qt,0.049398,0.049398
qt,0.036494,0.036494
qt,0.039624,0.039624
qt,0.051448,0.051448
qt,0.039196,0.039196
qt,0.038723,0.038723
qt,0.041123,0.041123
qt,0.035135,0.035135
qt,0.050381,0.050381
qt,0.039769,0.039769
qt,0.037834,0.037834
qt,0.040002,0.040002
qt,0.041664,0.041664
qt,0.042905,0.042905
qt,0.034032,0.034032
qt,0.038724,0.038724
qt,0.046019,0.046019
qt,0.039388,0.039388
qt,0.037941,0.037941
qt,0.035352,0.035352
qt,0.039427,0.039427
qt,0.036502,0.036502
qt,0.041447,0.041447
qt,0.039583,0.039583
qt,0.052392,0.052392
qt,0.038197,0.038197
qt,0.033273,0.033273
qt,0.039623,0.039623
qt,0.046647,0.046647
qt,0.035231,0.035231
qt,0.038235,0.038235
qt,0.043693,0.043693
qt,0.035868,0.035868
qt,0.037099,0.037099
qt,0.037997,0.037997
qt,0.038248,0.038248
qt,0.040472,0.040472
qt,0.03862,0.03862
